Material,JOB_TYPE,BOARD_TYPE,METAL_CORE_TYPE,HATS_COUPON_TYPE,FAI_TYPE,FINISH_CS,SEL_PLT_CS,NEED_MICROWAVE,EXIST_VCUT,CUST_THK_MEASURE_METOD,SERIAL_NUM,CAM_LAYUP,FINISH_PS,SEL_PLT_PS,EXIST_CU_SPOT,EXIST_CU_FILL,EXIST_SILVER_PRINT,EXIST_LASER,EXIST_SUB,EXIST_IMPEDANCE,EXIST_CU_PASTE,CIRCUIT_TYPE,SAP_HS,SAP_FAMILY_GROUP,PLATED_COUNTERSINK,ETCHBACK,SUPPLY_IN_PCBS_PANEL,EXIST_DR2,SURFACE_CONTAMINATION,COCOON_DEPT_ROUT,VGROOVE_METHOD,PHASE_METHOD,STRAIN_RELIEF,ROUTING_PHASE,PEELABLE,SPEC,COPPER_TYPE_TOP,COPPER_TYPE_BOT,SPOT_TYPE,PASTE_APPLY,SILK,PASTE_TYPE,FAMILY_GROUP,CU_SPOT_SIDE,ETCH_PROTECT_CS,ETCH_PROTECT_PS,COCOON_TYPE,THICKNESS_CALC_METHOD,CUSTOMER,CUSTOMER_REV,ME_DATA_TO_C_FLSTOCKRECEIPT,ME_MTR_GROUP,ME_DATA_TO_C_ASSEMBLY,ME_DATA_TO_C_REMOVAL,PROC_CODE,SM_SIDE,SS_SIDE,CROSS_SEC_NUM,SUPPLY_IN_ARRAY,HS_VENDOR,END_USE_MATERIAL,WRAP_REQUIRMENT,GROUP_B,ALLOW_REJECTS_IN_ARRAY,IMAGE_ENG,CUSTOMER_ITEM,END_CUSTOMER,LEADING_MATERIAL,SM_COLOR_CS,SM_COLOR_PS,SS_COLOR_CS,SS_COLOR_PS,BURIED_RESISTOR_EXIST,BURIED_CAPACITOR_EXIST,CAVITY_EXIST,JOB_NON_STOCK_MATERIAL,AIR_CAVITY,JOB_LASER_TYPE,CARBON
M1A990B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,ALL,NO,NONE,NO,IPC 6013 CLASS2,NO,NA,MARINAN,826-0003-589,,M1A990B-A,,,,,,,,,,,
M1A990C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,ALL,NO,NONE,NO,IPC 6013 CLASS2,NO,NA,MARINAN,826-0003-589 R-,,M1A990B-A,,,,,,,,,,,
M1A990D-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,ALL,NO,NONE,NO,IPC 6013 CLASS2,NO,NA,MARINAN,826-0003-589 RA,,M1A990B-A,,,,,,,,,,,
M1A990E-A,STANDARD,MILITARY,NONE,NONE,RC-28,HAL,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10190,B,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,ALL,NO,NONE,NO,IPC 6013 CLASS2,NO,NA,MARINAN,826-0003-589,,M1A990E-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1A998C-A,STANDARD,MILITARY,NONE,NONE,NONE,FULL_SGLD,NONE,YES,NO,OVER MASK ON PLATED COPPER,YES,CORE,FULL_SGLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,1093N197-002,10333,M1A998C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1AR348C-A,,MILITARY,,INTERNAL,,CHM_TIN,,,,,,,CHM_TIN,,,,,,,YES,,RIGID,,GLASS EPOXY,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B280A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,A,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,M1793B08,12146,M1B280A-A,,,,,,,,,,,
M1B280B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,B,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,M1793B08,12146,M1B280B-A,,,,,,,,,,,
M1B281A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,YELENAC,M1793B09,12146,M1B281A-A,,,,,,,,,,,
M1B282A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,YELENAC,M1793B10,12146,M1B282A-A,,,,,,,,,,,
M1B282B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,M1793B10,12146,M1B282B-A,,,,,,,,,,,
M1B537C-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID FLEX,,,,,,,,,,,,,,IPC 6013 CLASS3,,,,,,,,,,,,,,,NONE,IPC 6013 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B537D-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,YES,NO,YES,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,10635,F00,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6013 CLASS3,NO,NA,MARINAN,40171056,,M1B537D-A,,,,,,,,,,,
M1B537E-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,YES,NO,YES,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,10635,F00,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6013 CLASS3,NO,NA,HERZELE,40171056,,M1B537E-A,,,,,,,,,,,
M1B559C-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B559D-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER RAW FOIL,10208,,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,TA1H6011B,10208,M1B559D-A,,,,,,,,,,,
M1B559E-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10525,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,NONE,TA1H6011B,10012,M1B559E-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1B562B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,E,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,,,,,,M778B02,12146,M1B562B-A,,,,,,,,,,,
M1B593B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RD,OVER MASK ON PLATED COPPER,10303,0,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,310780-01,,M1B593B-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1B609B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,C,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,2187-32880-00,10341,M1B609B-A,,,,,,,,,,,
M1B620C-A,,MILITARY,,INTERNAL,,,,,,,,,,,,,,,,,,RIGID,,POLYAMID,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B620E-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,YES,RIGID,NO,POLYAMID,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SPRINT,NONE,POLYAMID,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,SHLOMON,2013D652-003B,,M1B620E-A,,,,,,,,,,,
M1B635B-A,,MILITARY,,,,HAL,,,,,,,HAL,,,,,,,,,RIGID,,POLYAMID,,,,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,,,NONE,IPC 6012 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B635C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON LAMINATE,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,POLYAMID,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10190,C,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,IPC 6012 CLASS2,NO,NA,OLEGF,600-2004-606,,M1B635C-A,,,,,,,,,,,
M1B635D-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1B635E-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,POLYAMID,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10190,D,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,IPC 6012 CLASS2,NO,NA,MARINAN,600-2004-606,,M1B635E-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1B687D-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,2010C122-002A,10333,M1B687D-A,,,,,,,,,,,
M1B722B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER LAMINATE,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RDW,OVER LAMINATE,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,NONE,CS,ALL,NO,NONE,NO,NONE,NO,NA,NONE,600-2010-825,10190,M1B722B-A,,,,,NO,NO,NO,,,,
M1B885G-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER LAMINATE,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10341,B,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,2.08933E+11,,M1B885G-A,,,,,,,,,,,
M1B891F-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,YES,YES,NO,YES,NO,NO,NONE,MANUAL,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,B,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,M178B01,12146,M1B891F-A,,,,,,,,,,,
M1B961C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,YES,KAPTON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,-1,NONE,IPC 6012 CLASS3,NONE,NONE,ABHS,NONE,CS,ALL,NO,SUPPLIER,NO,IPC 6012 CLASS3,NO,NA,YELENAC,1002B644-001,,M1B961C-A,,,,,,,,,,,
M1B966F-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10333,,,,,,,,,,,,,,,,,1097L091-002C,,,,,,,,,,,,,
M1B966G-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,FULL_SGLD,NONE,NO,NO,OVER LAMINATE,NO,FOIL,TIN_LEAD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,,IPC 6012 CLASS3,,,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,1097L091-002C,,M1B966G-A,,,,,,,,,,,
M1B966H-A,STANDARD,MILITARY,NONE,NONE,NONE,FULL_SGLD,NONE,NO,NO,OVER LAMINATE,NO,FOIL,ELEC_TIN,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,,IPC 6012 CLASS3,,,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,1097L091-002C,,M1B966H-A,,,,,NO,NO,NO,,,,
M1B966I-A,STANDARD,MILITARY,NONE,NONE,NONE,FULL_SGLD,NONE,NO,NO,OVER LAMINATE,NO,FOIL,ELEC_TIN,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,,IPC 6012 CLASS3,,,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,1097L091-002C,,M1B966I-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1B969D-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,FULL_SGLD,NONE,YES,NO,OVER LAMINATE,YES,FOIL,ELEC_TIN,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,OLEGF,1093H154-003,,M1B969D-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1B973C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL P 50884E,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,10336,A1,NONE,MIL P 50884E,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6013 CLASS3,NO,NA,IGORK,I-238125-P1,,M1B973C-A,,,,,,,,,,,
M1B974C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,YES,NONE,NONE,NO,NONE,NONE,MIL P 50884E,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,10336,A2,NONE,MIL P 50884E,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6013 CLASS3,NO,NA,MARINAN,I-238126-P1,,M1B974C-A,,,,,,,,,,,
M1C406B-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1C406C-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10303,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,NONE,39712401M,10303,M1C406C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1C518-A,,,,,,,,,,,,,,,,,,,,,,RIGID FLEX,,,,,,,,,,,,,,IPC 6013 CLASS3,,,,,,,,,,,,,,,NONE,IPC 6013 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1C518B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,A,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,M350B08,12146,M1C518B-A,,,,,,,,,,,
M1C570B-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,HAL,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,10357,,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,HERZELE,C30V1001C,,M1C570B-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1C570C-A,,MILITARY,,,,HAL,,,,,,,HAL,,,,,,,,,FLEX,YES,KAPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
